HK1382,互太纺织,
HK1383,鸿隆控股,
HK1386,盈进集团,
HK1387,人和商业,
HK1388,安莉芳控股,
HK1393,恒鼎实业,
HK1398,工商银行,
HK1399,飞毛腿,
HK1428,耀才证券金融,
HK1555,ＭＩ能源,
HK1600,天伦燃气,
HK1618,中国中冶,
HK1628,禹洲地产,
HK1633,美即控股,
HK1638,佳兆业集团,
HK1666,同仁堂科技,
HK1668,华南城,
HK1682,福源集团控股,
HK1683,国际煤机,
HK1685,博耳电力,
HK1688,阿里巴巴,
HK1698,博士蛙国际,
HK1700,华地国际控股,
HK1708,三宝科技,
HK1717,澳优,
HK1728,正通汽车,
HK1733,永晖焦煤,
HK1766,中国南车,
HK1768,赛得利控股,
HK1777,花样年控股,
HK1788,国泰君安国际,
HK1798,大唐新能源,
HK1800,中国交通建设,
HK1808,台一国际,
HK1812,晨鸣纸业,
HK1813,合景泰富,
HK1818,招金矿业,
HK1823,华昱高速,
HK1828,大昌行集团,
HK1831,十方控股,
HK1833,银泰百货,
HK1836,九兴控股,
HK1838,CHINAPROPERTIES,
HK1863,思嘉集团,
HK1866,中国心连心化肥,
HK1868,真明丽,
HK1878,南戈壁,
HK1880,百丽国际,
HK1882,海天国际,
HK1883,中信国际电讯,
HK1886,汇源果汁,
HK1888,建滔积层板,
HK1889,武夷药业,
HK1893,中材股份,
HK1898,中煤能源,
HK1899,兴达国际,
HK1900,中国智能交通,
HK1918,融创中国,
HK1919,中国远洋,
HK1928,金沙中国有限公司,
HK1938,珠江钢管,
HK1966,中骏置业,
HK1968,匹克体育,
