sn  hostname    ip  batch   idc status
6CU33021ZZ  xen-a0y1815-237-b.zue   10.214.177.195  zue-1128台B2    ZUE 

6CU33021YC  xen-a0y1816-237-b.zue   10.214.177.196  zue-1128台B2    ZUE 

6CU33021ZV  xen-a0y1817-237-b.zue   10.214.177.197  zue-1128台B2    ZUE 

6CU33021Y9  xen-a0y1818-237-b.zue   10.214.177.198  zue-1128台B2    ZUE 

6CU33021WG  xen-a0y1819-237-b.zue   10.214.177.199  zue-1128台B2    ZUE 

6CU33021ZS  xen-a0y1820-237-b.zue   10.214.177.200  zue-1128台B2    ZUE 

6CU33021Y4  xen-a0y1901-238-b.zue   10.214.178.11   zue-1128台B2    ZUE 

6CU33021YQ  xen-a0y1902-238-b.zue   10.214.178.12   zue-1128台B2    ZUE 

6CU3302206  xen-a0y1903-238-b.zue   10.214.178.13   zue-1128台B2    ZUE 

6CU33021Z3  xen-a0y1904-238-b.zue   10.214.178.14   zue-1128台B2    ZUE 

6CU33021WX  xen-a0y1905-238-b.zue   10.214.178.15   zue-1128台B2    ZUE 

6CU33021WW  xen-a0y1906-238-b.zue   10.214.178.16   zue-1128台B2    ZUE 

6CU33021VQ  xen-a0y1907-238-b.zue   10.214.178.17   zue-1128台B2    ZUE 

6CU33021YN  xen-a0y1908-238-b.zue   10.214.178.18   zue-1128台B2    ZUE 

6CU33021V8  xen-a0y1909-238-b.zue   10.214.178.19   zue-1128台B2    ZUE 

6CU33021YD  xen-a0y1910-238-b.zue   10.214.178.20   zue-1128台B2    ZUE 

6CU33021ZK  xen-a0y1911-238-b.zue   10.214.178.21   zue-1128台B2    ZUE 

6CU33021VS  xen-a0y1912-238-b.zue   10.214.178.22   zue-1128台B2    ZUE 

6CU33021VR  xen-a0y1913-238-b.zue   10.214.178.23   zue-1128台B2    ZUE 

6CU330220F  xen-a0y1914-238-b.zue   10.214.178.24   zue-1128台B2    ZUE 

6CU33021V1  xen-a0y1915-238-b.zue   10.214.178.25   zue-1128台B2    ZUE 

6CU33021TX  xen-a0y1916-238-b.zue   10.214.178.26   zue-1128台B2    ZUE 

6CU330220J  xen-a0y1917-238-b.zue   10.214.178.27   zue-1128台B2    ZUE 

6CU33021ZY  xen-a0y1918-238-b.zue   10.214.178.28   zue-1128台B2    ZUE 

6CU33021X8  xen-a0y1919-238-b.zue   10.214.178.29   zue-1128台B2    ZUE 

6CU33021XX  xen-a0y1920-238-b.zue   10.214.178.30   zue-1128台B2    ZUE 

6CU33021WR  xen-a0y2001-238-b.zue   10.214.178.31   zue-1128台B2    ZUE 

6CU33021XH  xen-a0y2002-238-b.zue   10.214.178.32   zue-1128台B2    ZUE 

6CU33021WS  xen-a0y2003-238-b.zue   10.214.178.33   zue-1128台B2    ZUE 

6CU33021WY  xen-a0y2004-238-b.zue   10.214.178.34   zue-1128台B2    ZUE 

6CU33021Z1  xen-a0y2005-238-b.zue   10.214.178.35   zue-1128台B2    ZUE 

6CU33021VP  xen-a0y2006-238-b.zue   10.214.178.36   zue-1128台B2    ZUE 

6CU330220G  xen-a0y2007-238-b.zue   10.214.178.37   zue-1128台B2    ZUE 

6CU33021Y7  xen-a0y2008-238-b.zue   10.214.178.38   zue-1128台B2    ZUE 

6CU33021TW  xen-a0y2009-238-b.zue   10.214.178.39   zue-1128台B2    ZUE 

6CU33021YZ  xen-a0y2010-238-b.zue   10.214.178.40   zue-1128台B2    ZUE 

6CU33021ZD  xen-a0y2011-238-b.zue   10.214.178.41   zue-1128台B2    ZUE 

6CU33021TR  xen-a0y2012-238-b.zue   10.214.178.42   zue-1128台B2    ZUE 

6CU33021YB  xen-a0y2013-238-b.zue   10.214.178.43   zue-1128台B2    ZUE 

6CU33021ZJ  xen-a0y2014-238-b.zue   10.214.178.44   zue-1128台B2    ZUE 

6CU33021Y8  xen-a0y2015-238-b.zue   10.214.178.45   zue-1128台B2    ZUE 

6CU33021XN  xen-a0y2016-238-b.zue   10.214.178.46   zue-1128台B2    ZUE 

6CU330220D  xen-a0y2017-238-b.zue   10.214.178.47   zue-1128台B2    ZUE 

6CU33021YS  xen-a0y2018-238-b.zue   10.214.178.48   zue-1128台B2    ZUE 

6CU330220Q  xen-a0y2019-238-b.zue   10.214.178.49   zue-1128台B2    ZUE 

6CU33021V7  xen-a0y2020-238-b.zue   10.214.178.50   zue-1128台B2    ZUE 

6CU33021VM  xen-a0y2101-239-b.zue   10.214.178.51   zue-1128台B2    ZUE 

6CU33021TS  xen-a0y2102-239-b.zue   10.214.178.52   zue-1128台B2    ZUE 

6CU330220K  xen-a0y2103-239-b.zue   10.214.178.53   zue-1128台B2    ZUE 

6CU33021XR  xen-a0y2104-239-b.zue   10.214.178.54   zue-1128台B2    ZUE 

6CU330216C  xen-a0z1817-244-b.zue   10.214.178.55   zue-1128台B2    ZUE 

6CU330212J  xen-a0z1401-242-b.zue   10.214.178.56   zue-1128台B2    ZUE 

6CU330212P  xen-a0z1402-242-b.zue   10.214.178.57   zue-1128台B2    ZUE 

6CU330215W  xen-a0z1403-242-b.zue   10.214.178.58   zue-1128台B2    ZUE 

6CU3302164  xen-a0z1404-242-b.zue   10.214.178.59   zue-1128台B2    ZUE 

6CU330215Z  xen-a0z1405-242-b.zue   10.214.178.60   zue-1128台B2    ZUE 

6CU330214F  xen-a0z1406-242-b.zue   10.214.178.61   zue-1128台B2    ZUE 

6CU3302165  xen-a0z1407-242-b.zue   10.214.178.62   zue-1128台B2    ZUE 

6CU330212Y  xen-a0z1408-242-b.zue   10.214.178.63   zue-1128台B2    ZUE 

6CU330211J  xen-a0z1409-242-b.zue   10.214.178.64   zue-1128台B2    ZUE 

6CU330212Z  xen-a0z1410-242-b.zue   10.214.178.65   zue-1128台B2    ZUE 

6CU330212S  xen-a0z1411-242-b.zue   10.214.178.66   zue-1128台B2    ZUE 

6CU3302147  xen-a0z1412-242-b.zue   10.214.178.67   zue-1128台B2    ZUE 

6CU330214Q  xen-a0z1413-242-b.zue   10.214.178.68   zue-1128台B2    ZUE 

6CU330216B  xen-a0z1414-242-b.zue   10.214.178.69   zue-1128台B2    ZUE 

6CU330216V  xen-a0z1415-242-b.zue   10.214.178.70   zue-1128台B2    ZUE 

6CU3302127  xen-a0z1416-242-b.zue   10.214.178.71   zue-1128台B2    ZUE 

6CU3302173  xen-a0z1417-242-b.zue   10.214.178.72   zue-1128台B2    ZUE 

6CU330215B  xen-a0z1418-242-b.zue   10.214.178.73   zue-1128台B2    ZUE 

6CU330211F  xen-a0z1419-242-b.zue   10.214.178.74   zue-1128台B2    ZUE 

6CU330212N  xen-a0z1420-242-b.zue   10.214.178.75   zue-1128台B2    ZUE 

6CU330216R  xen-a0z1501-242-b.zue   10.214.178.76   zue-1128台B2    ZUE 

6CU330213H  xen-a0z1502-242-b.zue   10.214.178.77   zue-1128台B2    ZUE 

6CU330215K  xen-a0z1503-242-b.zue   10.214.178.78   zue-1128台B2    ZUE 

6CU330211Y  xen-a0z1504-242-b.zue   10.214.178.79   zue-1128台B2    ZUE 

6CU330216Z  xen-a0z1505-242-b.zue   10.214.178.80   zue-1128台B2    ZUE 

6CU330211Q  xen-a0z1506-242-b.zue   10.214.178.81   zue-1128台B2    ZUE 

6CU330214B  xen-a0z1507-242-b.zue   10.214.178.82   zue-1128台B2    ZUE 

6CU3302156  xen-a0z1508-242-b.zue   10.214.178.83   zue-1128台B2    ZUE 

6CU330212C  xen-a0z1509-242-b.zue   10.214.178.84   zue-1128台B2    ZUE 

6CU330212R  xen-a0z1510-242-b.zue   10.214.178.85   zue-1128台B2    ZUE 

6CU3302128  xen-a0z1511-242-b.zue   10.214.178.86   zue-1128台B2    ZUE 

6CU3302154  xen-a0z1512-242-b.zue   10.214.178.87   zue-1128台B2    ZUE 

6CU3302144  xen-a0z1513-242-b.zue   10.214.178.88   zue-1128台B2    ZUE 

6CU330215V  xen-a0z1514-242-b.zue   10.214.178.89   zue-1128台B2    ZUE 

6CU3302140  xen-a0z1515-242-b.zue   10.214.178.90   zue-1128台B2    ZUE 

6CU330212V  xen-a0z1516-242-b.zue   10.214.178.91   zue-1128台B2    ZUE 

6CU330215Q  xen-a0z1517-242-b.zue   10.214.178.92   zue-1128台B2    ZUE 

6CU3302129  xen-a0z1518-242-b.zue   10.214.178.93   zue-1128台B2    ZUE 

6CU330214P  xen-a0z1519-242-b.zue   10.214.178.94   zue-1128台B2    ZUE 

6CU3302136  xen-a0z1520-242-b.zue   10.214.178.95   zue-1128台B2    ZUE 

6CU330213N  xen-a0z1601-243-b.zue   10.214.178.96   zue-1128台B2    ZUE 

6CU3302121  xen-a0z1602-243-b.zue   10.214.178.97   zue-1128台B2    ZUE 

6CU330216M  xen-a0z1603-243-b.zue   10.214.178.98   zue-1128台B2    ZUE 

6CU330212D  xen-a0z1604-243-b.zue   10.214.178.99   zue-1128台B2    ZUE 

6CU330213P  xen-a0z1605-243-b.zue   10.214.178.100  zue-1128台B2    ZUE 

6CU330213T  xen-a0z1606-243-b.zue   10.214.178.101  zue-1128台B2    ZUE 

6CU330214W  xen-a0z1607-243-b.zue   10.214.178.102  zue-1128台B2    ZUE 

6CU330215H  xen-a0z1608-243-b.zue   10.214.178.103  zue-1128台B2    ZUE 

6CU330214K  xen-a0z1609-243-b.zue   10.214.178.104  zue-1128台B2    ZUE 

6CU3302151  xen-a0z1610-243-b.zue   10.214.178.105  zue-1128台B2    ZUE 

6CU330218W  xen-a0z1611-243-b.zue   10.214.178.106  zue-1128台B2    ZUE 

6CU3302145  xen-a0z1612-243-b.zue   10.214.178.107  zue-1128台B2    ZUE 

6CU3302159  xen-a0z1613-243-b.zue   10.214.178.108  zue-1128台B2    ZUE 

6CU330217C  xen-a0z1614-243-b.zue   10.214.178.109  zue-1128台B2    ZUE 

6CU330213L  xen-a0z1615-243-b.zue   10.214.178.110  zue-1128台B2    ZUE 

6CU330215N  xen-a0z1616-243-b.zue   10.214.178.111  zue-1128台B2    ZUE 

6CU3302120  xen-a0z1617-243-b.zue   10.214.178.112  zue-1128台B2    ZUE 

6CU330213S  xen-a0z1618-243-b.zue   10.214.178.113  zue-1128台B2    ZUE 

6CU330214H  xen-a0z1619-243-b.zue   10.214.178.114  zue-1128台B2    ZUE 

6CU330211V  xen-a0z1620-243-b.zue   10.214.178.115  zue-1128台B2    ZUE 

6CU330211Z  xen-a0z1701-243-b.zue   10.214.178.116  zue-1128台B2    ZUE 

6CU330213V  xen-a0z1702-243-b.zue   10.214.178.117  zue-1128台B2    ZUE 

6CU3302143  xen-a0z1703-243-b.zue   10.214.178.118  zue-1128台B2    ZUE 

6CU3302123  xen-a0z1704-243-b.zue   10.214.178.119  zue-1128台B2    ZUE 

6CU3302148  xen-a0z1705-243-b.zue   10.214.178.120  zue-1128台B2    ZUE 

6CU3302168  xen-a0z1706-243-b.zue   10.214.178.121  zue-1128台B2    ZUE 

6CU330215D  xen-a0z1707-243-b.zue   10.214.178.122  zue-1128台B2    ZUE 

6CU3302178  xen-a0z1708-243-b.zue   10.214.178.123  zue-1128台B2    ZUE 

6CU3302146  xen-a0z1709-243-b.zue   10.214.178.124  zue-1128台B2    ZUE 

6CU330212K  xen-a0z1710-243-b.zue   10.214.178.125  zue-1128台B2    ZUE 

6CU3302155  xen-a0z1711-243-b.zue   10.214.178.126  zue-1128台B2    ZUE 

6CU330215F  xen-a0z1712-243-b.zue   10.214.178.127  zue-1128台B2    ZUE 

6CU330214D  xen-a0z1713-243-b.zue   10.214.178.128  zue-1128台B2    ZUE 

6CU330214X  xen-a0z1714-243-b.zue   10.214.178.129  zue-1128台B2    ZUE 

6CU330215Y  xen-a0z1715-243-b.zue   10.214.178.130  zue-1128台B2    ZUE 

6CU330213M  xen-a0z1716-243-b.zue   10.214.178.131  zue-1128台B2    ZUE 

6CU3302126  xen-a0z1717-243-b.zue   10.214.178.132  zue-1128台B2    ZUE 

6CU3302160  xen-a0z1718-243-b.zue   10.214.178.133  zue-1128台B2    ZUE 

6CU330216F  xen-a0z1719-243-b.zue   10.214.178.134  zue-1128台B2    ZUE 

6CU330213G  xen-a0z1720-243-b.zue   10.214.178.135  zue-1128台B2    ZUE 

6CU330216T  xen-a0z1801-244-b.zue   10.214.178.136  zue-1128台B2    ZUE 

6CU330214C  xen-a0z1802-244-b.zue   10.214.178.137  zue-1128台B2    ZUE 

6CU3302179  xen-a0z1803-244-b.zue   10.214.178.138  zue-1128台B2    ZUE 

6CU330213R  xen-a0z1804-244-b.zue   10.214.178.139  zue-1128台B2    ZUE 

6CU3302150  xen-a0z1805-244-b.zue   10.214.178.140  zue-1128台B2    ZUE 

6CU33021N5  xen-a0z1806-244-b.zue   10.214.178.141  zue-1128台B2    ZUE 

6CU330213D  xen-a0z1807-244-b.zue   10.214.178.142  zue-1128台B2    ZUE 

6CU330212X  xen-a0z1808-244-b.zue   10.214.178.143  zue-1128台B2    ZUE 

6CU330213Q  xen-a0z1809-244-b.zue   10.214.178.144  zue-1128台B2    ZUE 

6CU330212W  xen-a0z1810-244-b.zue   10.214.178.145  zue-1128台B2    ZUE 

6CU330215S  xen-a0z1811-244-b.zue   10.214.178.146  zue-1128台B2    ZUE 

6CU330216G  xen-a0z1812-244-b.zue   10.214.178.147  zue-1128台B2    ZUE 

6CU33021MX  xen-a0z1813-244-b.zue   10.214.178.148  zue-1128台B2    ZUE 

6CU330215C  xen-a0z1814-244-b.zue   10.214.178.149  zue-1128台B2    ZUE 

6CU330211P  xen-a0z1815-244-b.zue   10.214.178.150  zue-1128台B2    ZUE 

6CU330211R  xen-a0z1816-244-b.zue   10.214.178.151  zue-1128台B2    ZUE 

6CU330213W  xen-a0z1818-244-b.zue   10.214.178.152  zue-1128台B2    ZUE 

6CU330226D  xen-a0z1819-244-b.zue   10.214.178.153  zue-1128台B2    ZUE 

6CU3302213  xen-a0z1820-244-b.zue   10.214.178.154  zue-1128台B2    ZUE 

6CU3302131  xen-a0z1901-244-b.zue   10.214.178.155  zue-1128台B2    ZUE 

6CU330221H  xen-a0z1902-244-b.zue   10.214.178.156  zue-1128台B2    ZUE 

6CU3302167  xen-a0z1903-244-b.zue   10.214.178.157  zue-1128台B2    ZUE 

6CU330226T  xen-a0z1904-244-b.zue   10.214.178.158  zue-1128台B2    ZUE 

6CU3302135  xen-a0z1905-244-b.zue   10.214.178.159  zue-1128台B2    ZUE 

6CU3302255  xen-a0z1906-244-b.zue   10.214.178.160  zue-1128台B2    ZUE 

6CU330215J  xen-a0z1907-244-b.zue   10.214.178.161  zue-1128台B2    ZUE 

6CU330223W  xen-a0z1908-244-b.zue   10.214.178.162  zue-1128台B2    ZUE 

6CU330213C  xen-a0z1909-244-b.zue   10.214.178.163  zue-1128台B2    ZUE 

6CU330224N  xen-a0z1910-244-b.zue   10.214.178.164  zue-1128台B2    ZUE 

6CU330213B  xen-a0z1911-244-b.zue   10.214.178.165  zue-1128台B2    ZUE 

6CU330214T  xen-a0z1912-244-b.zue   10.214.178.166  zue-1128台B2    ZUE 

6CU330222Z  xen-a0z1913-244-b.zue   10.214.178.167  zue-1128台B2    ZUE 

6CU330224H  xen-a0z1914-244-b.zue   10.214.178.168  zue-1128台B2    ZUE 

6CU3302267  xen-a0z1915-244-b.zue   10.214.178.169  zue-1128台B2    ZUE 

6CU330212G  xen-a0z1916-244-b.zue   10.214.178.170  zue-1128台B2    ZUE 

6CU330212F  xen-a0z1917-244-b.zue   10.214.178.171  zue-1128台B2    ZUE 

6CU3302133  xen-a0z1918-244-b.zue   10.214.178.172  zue-1128台B2    ZUE 

6CU330217F  xen-a0z1919-244-b.zue   10.214.178.173  zue-1128台B2    ZUE 

6CU3302125  xen-a0z1920-244-b.zue   10.214.178.174  zue-1128台B2    ZUE 

6CU330216Y  xen-a0z2001-245-b.zue   10.214.178.175  zue-1128台B2    ZUE 

6CU3302137  xen-a0z2002-245-b.zue   10.214.178.176  zue-1128台B2    ZUE 

6CU330212H  xen-a0z2003-245-b.zue   10.214.178.177  zue-1128台B2    ZUE 

6CU3302158  xen-a0z2004-245-b.zue   10.214.178.178  zue-1128台B2    ZUE 

6CU3302161  xen-a0z2005-245-b.zue   10.214.178.179  zue-1128台B2    ZUE 

6CU330224L  xen-a0z2006-245-b.zue   10.214.178.180  zue-1128台B2    ZUE 

6CU3302250  xen-a0z2007-245-b.zue   10.214.178.181  zue-1128台B2    ZUE 

6CU330223D  xen-a0z2008-245-b.zue   10.214.178.182  zue-1128台B2    ZUE 

6CU3302238  xen-a0z2009-245-b.zue   10.214.178.183  zue-1128台B2    ZUE 

6CU330223M  xen-a0z2010-245-b.zue   10.214.178.184  zue-1128台B2    ZUE 

6CU330223F  xen-a0z2011-245-b.zue   10.214.178.185  zue-1128台B2    ZUE 

6CU330226C  xen-a0z2012-245-b.zue   10.214.178.186  zue-1128台B2    ZUE 

6CU330222F  xen-a0z2013-245-b.zue   10.214.178.187  zue-1128台B2    ZUE 

6CU33021N2  xen-a0z2014-245-b.zue   10.214.178.188  zue-1128台B2    ZUE 

6CU330224C  xen-a0z2015-245-b.zue   10.214.178.189  zue-1128台B2    ZUE 

6CU3302226  xen-a0z2016-245-b.zue   10.214.178.190  zue-1128台B2    ZUE 

6CU330225D  xen-a0z2017-245-b.zue   10.214.178.191  zue-1128台B2    ZUE 

6CU330224V  xen-a0z2018-245-b.zue   10.214.178.192  zue-1128台B2    ZUE 

6CU3302217  xen-a0z2019-245-b.zue   10.214.178.193  zue-1128台B2    ZUE 

6CU330222S  xen-a0z2020-245-b.zue   10.214.178.194  zue-1128台B2    ZUE 

6CU3302124  xen-a0z2101-245-b.zue   10.214.178.195  zue-1128台B2    ZUE 

6CU3302134  xen-a0z2102-245-b.zue   10.214.178.196  zue-1128台B2    ZUE 

6CU330211S  xen-a0z2103-245-b.zue   10.214.178.197  zue-1128台B2    ZUE 

6CU330211N  xen-a0z2104-245-b.zue   10.214.178.198  zue-1128台B2    ZUE 

6CU3302153  xen-a0z2105-245-b.zue   10.214.178.199  zue-1128台B2    ZUE 

6CU3302122  xen-a0z2106-245-b.zue   10.214.178.200  zue-1128台B2    ZUE 

6CU3302132  xen-a0z2107-245-b.zue   10.214.179.11   zue-1128台B2    ZUE 

6CU330213X  xen-a0z2108-245-b.zue   10.214.179.12   zue-1128台B2    ZUE 

6CU330213Y  xen-a0z2109-245-b.zue   10.214.179.13   zue-1128台B2    ZUE 

6CU330212B  xen-a0z2110-245-b.zue   10.214.179.14   zue-1128台B2    ZUE 

6CU3302175  xen-a0z2111-245-b.zue   10.214.179.15   zue-1128台B2    ZUE 

6CU3302170  xen-a0z2112-245-b.zue   10.214.179.16   zue-1128台B2    ZUE 

6CU330215M  xen-a0z2113-245-b.zue   10.214.179.17   zue-1128台B2    ZUE 

6CU33021NP  xen-a0z2114-245-b.zue   10.214.179.18   zue-1128台B2    ZUE 

6CU330221R  xen-a0z2115-245-b.zue   10.214.179.19   zue-1128台B2    ZUE 

6CU330223Y  xen-a0z2116-245-b.zue   10.214.179.20   zue-1128台B2    ZUE 

6CU330226P  xen-a0z2117-245-b.zue   10.214.179.21   zue-1128台B2    ZUE 

6CU330216D  xen-a0z2118-245-b.zue   10.214.179.22   zue-1128台B2    ZUE 

6CU3302138  xen-a0z2119-245-b.zue   10.214.179.23   zue-1128台B2    ZUE 

6CU3302166  xen-a0z2120-245-b.zue   10.214.179.24   zue-1128台B2    ZUE 

6CU330214R  xen-a0z2201-246-b.zue   10.214.179.25   zue-1128台B2    ZUE 

6CU3302171  xen-a0z2202-246-b.zue   10.214.179.26   zue-1128台B2    ZUE 

6CU330214N  xen-a0z2203-246-b.zue   10.214.179.27   zue-1128台B2    ZUE 

6CU330214L  xen-a0z2204-246-b.zue   10.214.179.28   zue-1128台B2    ZUE 

6CU3302177  xen-a0z2205-246-b.zue   10.214.179.29   zue-1128台B2    ZUE 

6CU330214G  xen-a0z2206-246-b.zue   10.214.179.30   zue-1128台B2    ZUE 

6CU330211H  xen-a0z2207-246-b.zue   10.214.179.31   zue-1128台B2    ZUE 

6CU330212Q  xen-a0z2208-246-b.zue   10.214.179.32   zue-1128台B2    ZUE 

6CU3302174  xen-a0z2209-246-b.zue   10.214.179.33   zue-1128台B2    ZUE 

6CU330211X  xen-a0z2210-246-b.zue   10.214.179.34   zue-1128台B2    ZUE 

6CU330214J  xen-a0z2211-246-b.zue   10.214.179.35   zue-1128台B2    ZUE 

6CU330215L  xen-a0z2212-246-b.zue   10.214.179.36   zue-1128台B2    ZUE 

6CU330217B  xen-a0z2213-246-b.zue   10.214.179.37   zue-1128台B2    ZUE 

6CU330216P  xen-a0z2214-246-b.zue   10.214.179.38   zue-1128台B2    ZUE 

6CU330212M  xen-a0z2215-246-b.zue   10.214.179.39   zue-1128台B2    ZUE 

6CU330216Q  xen-a0z2216-246-b.zue   10.214.179.40   zue-1128台B2    ZUE 
